Incident Number,Priority,Resolving_Group,assignment_group_id,Resolving_group_id,open_date,Resolution Code,Configuration Item,Application Name,Application_Service_Owner,description,App Inst Comments,Open_month_year
IN31513277,Priority-3,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1480027451,Processing.Data fixed,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHUCMTR reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=4ipyh (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Nov-2016
IN31513278,Priority-3,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1480027454,Processing.Batch Restarted,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHUTPT8 reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=4iplt (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Nov-2016
IN31513279,Priority-3,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1480027457,Processing.Data fixed,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHUCMDS reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=4ip2n (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Nov-2016
IN31513280,Priority-3,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1480027460,Processing.Data fixed,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHUTPTC reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=4ipmt (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Nov-2016
IN31513281,Priority-3,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1480027464,Processing.Data fixed,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHXCMPSB reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=4iq11 (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Nov-2016
IN31513282,Priority-3,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1480027467,Processing.Batch Restarted,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHXCMNAD reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=4iq56 (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Nov-2016
IN31513564,Priority-2,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1480029811,Unclassified Alert Investigated no Action,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,,"43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Nov-2016
IN31514346,Priority-5,HBMX-RBWM-Business Intelligence,9CEBE9687C6A11E290E210000000C959,9CEBE9687C6A11E290E210000000C959,1480036794,Restarted Service / Server,RTB HBMX HBMX COGNOS BI,COGNOS BI MEXICO,Ruben SOTELO,,"Araceli PEREZV, 14-Oct-2016 at 06:03: complete35159718, 25-Jan-2016 at 19:08: Vendor packages reviewed - associated business software package software (BSP) selected",Nov-2016
IN31515424,Priority-4,GR-DSS-Incident,7052B353A0D711DDB49710000000C959,7052B353A0D711DDB49710000000C959,1480042428,Software.Software Reinstalled,HUBHKE,HUB Sales Solutions,Sumit KALE,,FDA Ownership updated after central team analysis of primary functions,Nov-2016
IN31516176,Priority-5,HBMX-RISK-RTB-Infosys,A6B6721EB97511E59BCE862C495A4502,A6B6721EB97511E59BCE862C495A4502,1480046314,Processing.File Restored,RTB HBMX HBMX SAS,SAS MX,Ruben SOTELO,,"Araceli PEREZV, 09-Dec-2016 at 07:18: complete35159718, 25-Jan-2016 at 18:22: Vendor packages reviewed - associated business software package software (BSP) created",Nov-2016
IN31517158,Priority-4,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1480051356,UnClassified.Advice Given to User,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Nov-2016
IN31517164,Priority-4,HTS-IT-Service-Desk,306B3B8E790511DDBF1E10000000C959,306B3B8E790511DDBF1E10000000C959,1480051406,Restarted Service / Server,CRMS - HBFR,HUB Sales Solutions,Jean-Luc RAMBERTI,,FDA Ownership updated after central team analysis of primary functions,Nov-2016
IN31518163,Priority-3,HTSE-SS-HUBEUROPE,43D254CF472A11E0950310000000C959,43D254CF472A11E0950310000000C959,1480055992,-,HUBHAR,HUB Sales Solutions,Shaik SHAIK,GCC : CPA0702 RNX9001 received by procedure CVNGEN. (C D I R),"Aneka K SHAH, 13-Jun-2016 at 13:55: [Aneka Shah on 13/06/2016] Removed the EIM demise target date (17-Sep-2017) as application is strategicFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31519125,Priority-5,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1480059838,Processing.Request Actioned,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,,"43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Nov-2016
IN31519436,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1480061021,Unclassified Alert Investigated no Action,HUBHAR,HUB Sales Solutions,Shaik SHAIK,GCC : CPA0702 RNX9001 received by procedure CVNGEN. (C D I R),"Aneka K SHAH, 13-Jun-2016 at 13:55: [Aneka Shah on 13/06/2016] Removed the EIM demise target date (17-Sep-2017) as application is strategicFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31519585,Priority-4,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1480061489,UnClassified.Advice Given to User,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Nov-2016
IN31520076,Priority-3,HTSE-MSM-Service-Desk,1B25BB03790511DD960F10000000C959,1B25BB03790511DD960F10000000C959,1480063054,Batch Completed,MSM-MINERVA,Minerva,Mark PERCY,"Hello Team 

We are not getting any data when we are refreshing the Microstratey data for 1 day prior. 

Could  you please look into the below and help us on an urgent basis

Regards
Sujay Mukherjee",Should be consolidated into other mainstream UK CRM/BI systems.,Nov-2016
IN31520125,Priority-4,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1480063263,Unclassified Alert Investigated no Action,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,GCC : DUC001E TRANSACTION: KL07 CODE: AEY9 ERROR IN DATA UTILITY,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Nov-2016
IN31520732,Priority-2,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1480064847,UnClassified.No Fault Found,NEWLEDG,New Ledger Currency Accounts Information System,Sathyanarayanan SAMPATH,GCC : CSS999E +CSS999E L69FAICK HAS FAILED L69FAICK JOB30728,-,Nov-2016
IN31521708,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1480067595,Processing.Data fixed,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,MRF001E TRANSACTION Z3VA HAS ABENDED WITH CODE 3UAA LQ01CI5B,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Nov-2016
IN31522494,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1480069655,Processing.Batch Restarted,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M U 8 0 6 ENDED with error CODE SB37,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31523024,Priority-4,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1480071287,UnClassified.Advice Given to User,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Nov-2016
IN31523246,Priority-4,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1480072007,UnClassified.Advice Given to User,SAMS,Sales and Marketing System,Rob KELLAWAY,,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31523542,Priority-4,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1480073270,Processing.Request Actioned,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,,"43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Nov-2016
IN31524166,Priority-4,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1480075762,UnClassified.Advice Given to User,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Nov-2016
IN31524282,Priority-4,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1480076214,Application Configuration Maintenance,HUBHAR,HUB Sales Solutions,Shaik SHAIK,GCC : CPA4034 Volume PIT651 not first for file sequence number 9645 (C I R).,"Aneka K SHAH, 13-Jun-2016 at 13:55: [Aneka Shah on 13/06/2016] Removed the EIM demise target date (17-Sep-2017) as application is strategicFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31524619,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1480077786,Processing.Batch Restarted,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,GCC : CDU0005E DUASPAVL 0005 SERVICE INHIBITED: CN FDM,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Nov-2016
IN31524759,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1480078341,Processing.Batch Restarted,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M U 2 0 9 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31525393,Priority-4,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1480081101,UnClassified.Advice Given to User,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Nov-2016
IN31526250,Priority-4,HTS-IT-Service-Desk,306B3B8E790511DDBF1E10000000C959,306B3B8E790511DDBF1E10000000C959,1480084441,Password Reset,HUBHKE,HUB Sales Solutions,Sumit KALE,,FDA Ownership updated after central team analysis of primary functions,Nov-2016
IN31526936,Priority-4,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1480087309,UnClassified.Advice Given to User,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Nov-2016
IN31527960,Priority-4,HTS-IT-Service-Desk,306B3B8E790511DDBF1E10000000C959,306B3B8E790511DDBF1E10000000C959,1480091529,Assisted User,ESR-BROWSER,Enterprise Structure Reference Browser,Supriyo DEBNATH,,"43200955, 11-Nov-2015 at 13:46: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDM",Nov-2016
IN31528232,Priority-4,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1480092527,UnClassified.Advice Given to User,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Nov-2016
IN31528670,Priority-4,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1480094218,UnClassified.No Fault Found,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,,"43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Nov-2016
IN31530615,Priority-4,HTS-IT-Service-Desk,306B3B8E790511DDBF1E10000000C959,306B3B8E790511DDBF1E10000000C959,1480109893,UnClassified.Advice Given to User,HUBDOH,HUB Sales Solutions,Sumit KALE,,"Naveen1 SHARMA, 05-May-2016 at 04:08: ConfirmedFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31530995,Priority-3,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1480112647,Application/System Job resubmitted,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHRCA33 reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=4j4v6 (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Nov-2016
